address_details;city;employee_size;id;keywords;municipality;name;path;searchwords;trade_id;trade_name;workplace_name
Hult 20, Mellerud;Mellerud;0;3246595;;80;Åbom, Per Henrik;companies/show/3246595;;1098;Blandat jordbruk;
Skållerud Eriksbyn 27, Mellerud;Mellerud;10-19;3246600;;80;Kullens Materialhantering AB;companies/show/3246600;;1528;Byggande av bostadshus och andra byggnader;
Gasebergsängen, Mellerud;Mellerud;5-9;3246601;;80;Hagsgårds Lantbruk AB;companies/show/3246601;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Box 22, Mellerud;Mellerud;;3246602;;80;Cleenbar AB;companies/show/3246602;;1310;Annan plastvarutillverkning;
Kolungens Gård 2, Mellerud;Mellerud;10-19;3246609;;80;Elinsta Nät AB;companies/show/3246609;;1536;Anläggningsarbeten för el och telekommunikation;
Gamla vägen 20, Åsensbruk;Åsensbruk;0;3274975;;80;Miljösystem i Göteborg Kommanditbolag;companies/show/3274975;;1946;Teknisk konsultverksamhet inom industriteknik;
Gunnarsnäs Berg 2, Mellerud;Mellerud;0;3282602;"bilverkstad
bilreparation
bilreparationer
bilservice
";80;Gustavsson, Urban Daniel;companies/show/3282602;;1575;Allmän service och reparation av motorfordon utom motorcyklar;
Ör Bön 6, Mellerud;Mellerud;0;3282619;;80;Norrman, Gunvor Ing-Marie;companies/show/3282619;;2134;Litterärt och konstnärligt skapande;
Svankila Svanängen 1, Köpmannebro;Köpmannebro;0;3282626;;80;Naraine, David Steven;companies/show/3282626;;1107;Skogsförvaltning;
Dansbo 2, Dalskog;Dalskog;0;3282628;Åkeri;80;Mats Emanuelsson Åkeri AB;companies/show/3282628;;1775;Vägtransport, godstrafik;
Ransbergsvägen 52, Köpmannebro;Köpmannebro;0;3334995;;80;Benjaminsson, Karl Tobias;companies/show/3334995;;1528;Byggande av bostadshus och andra byggnader;
Västerråda 1, Mellerud;Mellerud;0;3334998;;80;Lundgren, Sven Lennart;companies/show/3334998;;1107;Skogsförvaltning;
Tussilagovägen 10, Dals Rostock;Dals Rostock;;3335000;;80;Plastweld Plastmaskiner Skandinavia AB;companies/show/3335000;;1636;Partihandel med verktygsmaskiner;
Ör Bön 5, Mellerud;Mellerud;0;3381782;;80;Andersson Snickeri Norra Bohuslän;companies/show/3381782;;1499;Generering av elektricitet;
Åsebro 18, Mellerud;Mellerud;0;3397966;;80;Svensson, Björn Ulf Mattias;companies/show/3397966;;1101;Service till husdjursskötsel;
Storgatan 8, Mellerud;Mellerud;1-4;3397967;;80;Leksakshuset i Mellerud AB;companies/show/3397967;;1715;Specialiserad butikshandel med spel och leksaker;
Box 72, Mellerud;Mellerud;5-9;3397975;;80;Reveda i Mellerud AB;companies/show/3397975;;1933;Redovisning och bokföring;
Västergården 6, Mellerud;Mellerud;0;3416131;;80;Johansson, Anna Kristina;companies/show/3416131;;1940;Konsultverksamhet avseende företags organisation;
Hantverkargatan 1, Mellerud;Mellerud;;3434979;;80;Oscar Invest i Mellerud AB;companies/show/3434979;;1920;Uthyrning och förvaltning av egna eller arrenderade industrilokaler;
Karihagen 1, Mellerud;Mellerud;0;3434981;;80;Magnus Entreprenad;companies/show/3434981;;1098;Blandat jordbruk;
Sunnanå Kullen 9:18, Mellerud;Mellerud;1000-1499;3434985;;80;Melleruds Kommun;companies/show/3434985;;2117;Heldygnsvård med boende för barn och ungdomar med sociala problem;Hvb Spera
Kurt Hellbergs gata 4, Mellerud;Mellerud;0;3461087;;80;Företagshuset i Mellerud AB;companies/show/3461087;;1920;Uthyrning och förvaltning av egna eller arrenderade industrilokaler;
Borgan, Mellerud;Mellerud;1-4;3461093;;80;Borgans Lantbruk AB;companies/show/3461093;;1100;Service till växtodling;
Köpmantorget 3, Mellerud;Mellerud;1-4;3510939;;80;Bowlingsklubben Håvås;companies/show/3510939;;2152;Sportklubbars och idrottsföreningars verksamhet;
Södra Hagen 16, Mellerud;Mellerud;0;3510946;;80;Berg, Gert Anders Ingemar;companies/show/3510946;;1084;Uppfödning av andra nötkreatur och bufflar;
Kobergsvägen 5, Åsensbruk;Åsensbruk;0;3510957;;80;Håkansson Skog och Virke;companies/show/3510957;;1107;Skogsförvaltning;
Hede Brännorna 1, Mellerud;Mellerud;0;3548295;;80;Nodins Lantbruk;companies/show/3548295;;1107;Skogsförvaltning;
Guttvik Udden 1, Mellerud;Mellerud;0;3548304;;80;Stengård, Per Axel Göran;companies/show/3548304;;1920;Uthyrning och förvaltning av egna eller arrenderade industrilokaler;
Bäckliden 1, Kungälv;Mellerud;0;3548322;;80;Duell, Nils Carl Gustav;companies/show/3548322;;1098;Blandat jordbruk;
Gunnersbyvägen 10, Dalskog;Dalskog;0;3548327;;80;Torkels Entreprenad;companies/show/3548327;;1109;Övrig skoglig verksamhet;
Vena Säby 1, Mellerud;Mellerud;0;3577656;;80;"Marianne Westman och Uno&amp;agneta Carlsson";companies/show/3577656;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Vena Säby 1, Mellerud;Mellerud;0;3577658;;80;Carlsson, Märta Marianne;companies/show/3577658;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Vibergsön 15, Köpmannebro;Köpmannebro;1-4;3577664;;80;Soagi AB;companies/show/3577664;;1949;Övrig teknisk konsultverksamhet;
Södra Kroken 2, Mellerud;Mellerud;0;3577670;;80;Pettersson, Lisbet Mariana;companies/show/3577670;;1107;Skogsförvaltning;
Håkonebyn 4, Mellerud;Mellerud;0;3577674;;80;Jonsson, Hans Jonas;companies/show/3577674;;1083;Mjölkproduktion och uppfödning av nötkreatur och mjölkras;
Ekholmen Nybygget 1, Dals Rostock;Dals Rostock;0;3598717;;80;"Åj&#39;s Alltjänst";companies/show/3598717;;1543;Mark- och grundarbeten;
Ör Åker Åkershagarna, Mellerud;Mellerud;0;3598722;;80;"Morgan Svensson För Morgan Svensson &amp; Caroline Å";companies/show/3598722;;1098;Blandat jordbruk;
Ör Frestersbyn 21, Mellerud;Mellerud;0;3598727;;80;Åström, Karin Anneli;companies/show/3598727;;2134;Litterärt och konstnärligt skapande;
Grösäter 2, Mellerud;Mellerud;0;3650501;;80;Karlsson, Karl Tobias Georg;companies/show/3650501;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Ränsliden Delesmyren 1, Dalskog;Dalskog;0;3650504;;80;Niklasson, Kersti Maria;companies/show/3650504;;1068;Odling av övriga ett- och tvååriga växter;
Odengatan 20, Mellerud;Mellerud;0;3650507;;80;Flodin, Fredrik;companies/show/3650507;;1107;Skogsförvaltning;
Brunnsvägen 82, Dals Rostock;Dals Rostock;0;3650515;;80;Jordbruksfastigheten Mellerud Östra Järn 1:16;companies/show/3650515;;1098;Blandat jordbruk;
Grinstad Kleven 1, Mellerud;Mellerud;0;3650519;;80;Eriksson, Malin Carina Mariana B;companies/show/3650519;;1101;Service till husdjursskötsel;
Sunnanå Kullen 7  BV, Mellerud;Mellerud;0;3650523;;80;Bjarnesjö, Eva Katarina;companies/show/3650523;;1959;Reklambyråverksamhet;
Björnebol 40, Mellerud;Mellerud;1-4;3659288;;80;Jimek AB;companies/show/3659288;;1494;Reparation och underhåll av andra transportmedel;
Ransberg Södra Hästhagen, Köpmannebro;Köpmannebro;1-4;3660557;;80;"Mark &amp; Maskin Trestad AB";companies/show/3660557;;1567;Övrig specialiserad bygg- och anläggningsverksamhet;
Svecklingebyn Jonserud 1, Mellerud;Mellerud;0;3748550;;80;Norr, Sofia Therese;companies/show/3748550;;1098;Blandat jordbruk;
Källeberg 5, Mellerud;Mellerud;0;3748552;snickare;80;Fredriksson, Carl Bengt Andreas;companies/show/3748552;;1555;Byggnadssnickeriarbeten;
Karlslundsvägen 18, Dals Rostock;Dals Rostock;0;3748559;snickare;80;Sjöman, Rune Niklas;companies/show/3748559;;1555;Byggnadssnickeriarbeten;
Hällan Backerud 5, Dals Rostock;Dals Rostock;0;3748564;;80;Raubickas, Tomas;companies/show/3748564;;1528;Byggande av bostadshus och andra byggnader;
Nyponvägen 7, Åsensbruk;Åsensbruk;0;3748576;målare;80;Kristensen, Klas Öjvin;companies/show/3748576;;1558;Måleriarbeten;
Östevatten 10, Mellerud;Mellerud;0;3748587;;80;Ljungdahl Pettersson, Annika K;companies/show/3748587;;1098;Blandat jordbruk;
Hasslegatan 13, Mellerud;Mellerud;0;3748590;frisör frisörer frissa hårklippning;80;Gustafsson, Sandra Maria Victoria;companies/show/3748590;;2187;Hårvård;
Bringsrovägen 15, Dals Rostock;Dals Rostock;0;3783413;;80;Christensen, Tommy Johan;companies/show/3783413;;2132;Artistisk verksamhet;
Bäckens Gård 1, Mellerud;Mellerud;1-4;3784603;;80;Arrestrand, Tord Fredrik Michael;companies/show/3784603;;1110;Drivning;
Trädgårdsgatan 5, Mellerud;Mellerud;0;3787154;;80;Cartho Datateknik;companies/show/3787154;;1867;Dataprogrammering;
Backa 7, Dals Rostock;Dals Rostock;0;3789885;snickare;80;Olesens Bygg;companies/show/3789885;;1555;Byggnadssnickeriarbeten;
Eldaregatan 4, Mellerud;Mellerud;100-199;3789893;;80;Enercon Energy Converter AB;companies/show/3789893;;1536;Anläggningsarbeten för el och telekommunikation;
Järn Korsgården 1, Mellerud;Mellerud;1-4;3789896;;80;DKS Sverige AB;companies/show/3789896;;1945;Teknisk konsultverksamhet inom bygg och anläggningsteknik;
Nils Ericsons väg 1, Håverud;Håverud;0;3789898;;80;Stiftelsen För Dalslands Kanals Framtida Bestånd;companies/show/3789898;;2170;Verksamhet i andra intresseorganisationer;
Erikstad Bön Ängen 2, Mellerud;Mellerud;0;3796960;;80;KM Teknikkonsult;companies/show/3796960;;1946;Teknisk konsultverksamhet inom industriteknik;
Georgsgatan 6, Mellerud;Mellerud;0;3808555;;80;Elofsson, Kjell Elof Tony;companies/show/3808555;;2153;Drift av gymanläggningar;
Brunnsvägen 67, Dals Rostock;Dals Rostock;0;3828312;;80;Hasselhorn, Tilmann;companies/show/3828312;;1567;Övrig specialiserad bygg- och anläggningsverksamhet;
Bergsgatan 28, Mellerud;Mellerud;1000-1499;3828317;;80;Melleruds Kommun;companies/show/3828317;;2151;Drift av sporthallar, idrottsplatser och andra sportanläggningar;Rådahallen
Källeberg 4, Mellerud;Mellerud;0;3828324;;80;Karlsson, Hans Krister;companies/show/3828324;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Sörhagen 2, Mellerud;Mellerud;0;3828332;;80;Elofsson, Kjell Karl Tomas;companies/show/3828332;;1101;Service till husdjursskötsel;
Vedbyholms Egendom 1, Mellerud;Mellerud;0;3849118;;80;T Nordströms Lantbruk;companies/show/3849118;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Norra Kyrklidsvägen 21, Åsensbruk;Åsensbruk;0;3849135;;80;Nordiska Tomtemuseet;companies/show/3849135;;1742;Specialiserad butikshandel med antikviteter och begagnade böcker;
Glysbyn Dymaden 1, Mellerud;Mellerud;0;3855283;Åkeri;80;Berggrens Entreprenad;companies/show/3855283;;1775;Vägtransport, godstrafik;
Norra Gunnersbyn 4, Dalskog;Dalskog;0;3872332;;80;Floberg, Lars Bo Mikael;companies/show/3872332;;1098;Blandat jordbruk;
Bolstad Låssbyn Kasen 1, Mellerud;Mellerud;0;3872336;snickare;80;Martin Klang;companies/show/3872336;;1555;Byggnadssnickeriarbeten;
Bäckeforsvägen 24, Dalskog;Dalskog;;3872341;;80;Compania Comder AB;companies/show/3872341;;1868;Datakonsultverksamhet;
Äckerud 20 Erikstad, Mellerud;Mellerud;1-4;3917331;;80;Roys Alltjänst AB;companies/show/3917331;;1489;Reparation av maskiner;
Mossen 3, Mellerud;Mellerud;0;3917336;;80;"Åse&#39;s Möbeltapetseri";companies/show/3917336;;2179;Reparation av möbler och heminredning;
Västanväga 3, Mellerud;Mellerud;1-4;3917344;;80;Lindbergs Maskin och Mekaniska AB;companies/show/3917344;;1543;Mark- och grundarbeten;
Bron Norra 5, Köpmannebro;Köpmannebro;0;3917347;;80;Oskarsson, Jan-Olov;companies/show/3917347;;1107;Skogsförvaltning;
Skälebol Mossen 1, Mellerud;Mellerud;0;3920264;"bilglas
bilplåt
billack";80;Börresen, Ivar;companies/show/3920264;;1576;Plåt-, lack- och glasreparationer på motorfordon utom motorcyklar;
Bolstad Flinkerud 1, Mellerud;Mellerud;0;3924163;;80;Crona, Erik Gustav Ingvar;companies/show/3924163;;1098;Blandat jordbruk;
Bringsrovägen 51, Dals Rostock;Dals Rostock;0;3939861;;80;Åhlvik Söderlund, Kerstin;companies/show/3939861;;1824;Vandrarhemsverksamhet;
Ekholmen 10, Mellerud;Mellerud;0;3939869;;80;DGT Fastighetsförvaltning AB;companies/show/3939869;;1920;Uthyrning och förvaltning av egna eller arrenderade industrilokaler;
Holms Skogsbol 1, Mellerud;Mellerud;0;3961310;;80;Emanuelsson, Oscar Nils Otto;companies/show/3961310;;1543;Mark- och grundarbeten;
Ekarebol Gård 1, Mellerud;Mellerud;0;3961311;;80;Ekarebols Lantbruk;companies/show/3961311;;1098;Blandat jordbruk;
Bäckens Gård 1, Mellerud;Mellerud;10-19;3961317;;80;Hilmér Lantbruk AB;companies/show/3961317;;1090;Uppfödning av slaktsvin;
Holms Torp 6, Mellerud;Mellerud;5-9;3961324;"hotell
hotel
hotell med restaurang
hotell med restaurant";80;Lucabo AB;companies/show/3961324;;1820;Hotellverksamhet med restaurangrörelse;
Gunvarbyn 2, Mellerud;Mellerud;;3961325;;80;Gunvarbyn Såg, Kvarn och Kraftstation AB;companies/show/3961325;;1499;Generering av elektricitet;
Amundsrud 1, Mellerud;Mellerud;0;4017379;;80;Moll, Dan Marcus;companies/show/4017379;;1531;Anläggning av vägar och motorvägar;
Hjärtungen 9, Mellerud;Mellerud;0;4023944;Åkeri;80;Martiensen Transport Mellerud;companies/show/4023944;;1775;Vägtransport, godstrafik;
Örsberg 9, Mellerud;Mellerud;0;4039439;;80;Forsman, Per Åke;companies/show/4039439;;1945;Teknisk konsultverksamhet inom bygg och anläggningsteknik;
Tillhagen 8, Mellerud;Mellerud;1-4;4039442;;80;Tillhagens Entreprenad;companies/show/4039442;;1100;Service till växtodling;
Storgatan 36, Mellerud;Mellerud;1-4;4039447;;80;Equmeniakyrkan Mellerud;companies/show/4039447;;2168;Verksamhet i religiösa samfund;
Ransberg Södra Hästhagen 1, Köpmannebro;Köpmannebro;0;4039459;;80;Nilsson, John Martin;companies/show/4039459;;1921;Uthyrning och förvaltning av egna eller arrenderade, andra lokaler;
Nygården 5, Mellerud;Mellerud;0;4039466;;80;Nygårdens Mekaniska;companies/show/4039466;;1494;Reparation och underhåll av andra transportmedel;
Brunnsvägen 38, Dals Rostock;Dals Rostock;1-4;4061418;Åkeri;80;Fjord Trans;companies/show/4061418;;1775;Vägtransport, godstrafik;
Odengatan 12, Åmål;Mellerud;;4061422;;80;GBR Sunnanå AB;companies/show/4061422;;1921;Uthyrning och förvaltning av egna eller arrenderade, andra lokaler;
Örnäs 3, Mellerud;Mellerud;0;4084986;;80;Larsson, Bengt Morgan;companies/show/4084986;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Torsgatan 24, Mellerud;Mellerud;0;4084990;;80;Hermansson, Andreas Karl Sören;companies/show/4084990;;1581;Detaljhandel med reservdelar och tillbehör till motorfordon utom motorcyklar;
Eldaregatan 2, Mellerud;Mellerud;500-999;4084991;;80;Besikta Bilprovning i Sverige AB;companies/show/4084991;;1950;Teknisk provning och analys;Mellerud
Rapsgatan, Mellerud;Mellerud;1000-1499;4085000;;80;Melleruds Kommun;companies/show/4085000;;2110;Boende med särskild service för personer med utvecklingsstörning, psykiska funktionshinder eller missbruksproblem;Korttis Stjärnan
Ymers gata 7, Mellerud;Mellerud;1000-1499;4085001;;80;Melleruds Kommun;companies/show/4085001;;2058;Förskoleutbildning;Förskola Ymer
Österrådagatan, Mellerud;Mellerud;1000-1499;4085002;;80;Melleruds Kommun;companies/show/4085002;;2037;Administration av omsorg och socialtjänst;Myndighetsenheten, Stöd och Service
Norra Bäckebol Ängen 2, Dals Rostock;Dals Rostock;0;4085011;;80;Stenén, Rune Karl-Johan;companies/show/4085011;;1098;Blandat jordbruk;
Bergsgatan 31, Mellerud;Mellerud;0;4108046;"bilhandel
bilhandlare";80;CJ Nordgrens Garage;companies/show/4108046;;1570;Handel med personbilar och lätta motorfordon;
Pålbön 1, Mellerud;Mellerud;0;4108048;;80;Sundströms Maskintjänst;companies/show/4108048;;1100;Service till växtodling;
Ör Backen 9, Mellerud;Mellerud;0;4127042;;80;Nagashima Toft, Martin;companies/show/4127042;;2132;Artistisk verksamhet;
Linderud 6  46494 Mellerud, Mellerud;Mellerud;1-4;4127045;;80;Forspeed i Mellerud AB;companies/show/4127045;;1581;Detaljhandel med reservdelar och tillbehör till motorfordon utom motorcyklar;
Grinstad Åker 3, Mellerud;Mellerud;0;4127046;snickare;80;Djurrema, Hendrik;companies/show/4127046;;1555;Byggnadssnickeriarbeten;
Ryrsvägen 31, Köpmannebro;Köpmannebro;1-4;4127060;;80;S-Å Va-Teknik AB;companies/show/4127060;;1948;Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik;
Postgatan 25, Mellerud;Mellerud;0;4147078;;80;C D S Skrot och All Tjänst Kommanditbolag;companies/show/4147078;;1661;Partihandel med metallavfall och metallskrot;
Grinstad Södra Hagen 4, Mellerud;Mellerud;0;4147082;;80;Camacho, Johan Emil Alexander;companies/show/4147082;;1921;Uthyrning och förvaltning av egna eller arrenderade, andra lokaler;
Vibergsön 32, Köpmannebro;Köpmannebro;0;4147087;snickare;80;Antonssons Bygg och Alltjänst;companies/show/4147087;;1555;Byggnadssnickeriarbeten;
Storgatan 14, Mellerud;Mellerud;1-4;4168267;livsmedelsaffär;80;Orientaliska Livsmedelsbutik Mellerud Handelsbol;companies/show/4168267;;1668;Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad;
Norra Kungsgatan 31  Lgh 1104, Mellerud;Mellerud;0;4168270;;80;Henåa Market;companies/show/4168270;;1761;Ambulerande och tillfällig handel med livsmedel;
Skogvaktarvägen 1, Ängelsberg;Mellerud;;4168276;;80;Vita Mobile AB;companies/show/4168276;;1455;Byggande av fritidsbåtar;
Östevatten 1, Mellerud;Mellerud;0;4168281;;80;Svennungerud;companies/show/4168281;;1084;Uppfödning av andra nötkreatur och bufflar;
Mellerudsgatan 2 A, Mellerud;Mellerud;;4168286;tandläkare;80;Molarbjörnen AB;companies/show/4168286;;2099;Tandläkarverksamhet;
Mellerudsgatan 8, Mellerud;Mellerud;1-4;4168287;;80;Robin Blücher AB;companies/show/4168287;;1543;Mark- och grundarbeten;
Bolstad Vallarna 1, Mellerud;Mellerud;0;4174739;;80;Frendberg, Lars Erik Svante;companies/show/4174739;;1543;Mark- och grundarbeten;
Ör Frestersbyn 7, Mellerud;Mellerud;0;4191843;;80;Gunnarsson, Anton Christoffer;companies/show/4191843;;1098;Blandat jordbruk;
Gokroksvägen 4, Åsensbruk;Åsensbruk;0;4191845;;80;Blom, Bengt Tomas;companies/show/4191845;;1068;Odling av övriga ett- och tvååriga växter;
Östra Lindstorp 1, Mellerud;Mellerud;0;4216488;;80;Norgren, Gunilla Charlott;companies/show/4216488;;1919;Uthyrning och förvaltning av egna eller arrenderade bostäder;
Ör Frestersbyn 11, Mellerud;Mellerud;0;4216500;;80;Lundgren, Gösta Mattias;companies/show/4216500;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Sapphultsgatan 5, Mellerud;Mellerud;20-49;4238227;;80;"Sundströms Schakt &amp; Maskin AB";companies/show/4238227;;1528;Byggande av bostadshus och andra byggnader;
Ör Frestersbyn Stommen 1, Mellerud;Mellerud;0;4238233;;80;Lundgren, Gerd Martina;companies/show/4238233;;1061;Odling av grönsaker(köksväxter) i växthus;
Dalslandsgatan 20, Mellerud;Mellerud;0;4238238;;80;"Tott Ljud &amp; Nöjesproduktion";companies/show/4238238;;1991;Uthyrning och leasing av övrig utrustning och övriga maskiner och materiella tillgångar;
Grinstad Långerud 3, Mellerud;Mellerud;1-4;4258873;;80;JS : Partner AB;companies/show/4258873;;1567;Övrig specialiserad bygg- och anläggningsverksamhet;
Landsvägsgatan 80, Mellerud;Mellerud;10-19;4261760;;80;Johan Aronsson Entreprenad AB;companies/show/4261760;;1536;Anläggningsarbeten för el och telekommunikation;
Torpgatan 21, Mellerud;Mellerud;1-4;4261767;;80;Vaidas Bygg o Mark AB;companies/show/4261767;;1543;Mark- och grundarbeten;
Storgatan 3, Mellerud;Mellerud;1-4;4261775;fastighetsmäklare,mäklare;80;Stefanssons Fastighetsbyrå AB;companies/show/4261775;;1925;Fastighetsförmedling;
Adamserud 1, Mellerud;Mellerud;0;4269921;;80;Johannesson, Hans Örjan Georg;companies/show/4269921;;1107;Skogsförvaltning;
Tobräckan 1, Mellerud;Mellerud;0;4284211;;80;Torstensson, Ragnar Karl Axel;companies/show/4284211;;1098;Blandat jordbruk;
Kambol 7, Mellerud;Mellerud;1-4;4284213;;80;Bergpro AB;companies/show/4284213;;1946;Teknisk konsultverksamhet inom industriteknik;
Sjögatan 8, Mellerud;Mellerud;1-4;4284217;"Rörmokare
rörmokeri";80;Dalslands Vvs AB;companies/show/4284217;;1548;Värme- och sanitetsarbeten;
Erikstad Göbyn Berget, Mellerud;Mellerud;1-4;4284219;;80;Göbyn Lantbruk AB;companies/show/4284219;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Ryrsvägen 23, Köpmannebro;Köpmannebro;0;4284220;;80;Larsson, Mats Einar;companies/show/4284220;;1921;Uthyrning och förvaltning av egna eller arrenderade, andra lokaler;
Järn Låssbyn 7, Mellerud;Mellerud;0;4284222;;80;Dalnet Ek. För.;companies/show/4284222;;1862;Trådbunden telekommunikation;
Köpmantorget 3, Mellerud;Mellerud;10-19;4284225;livsmedelsaffär;80;Matglädje i Mellerud AB;companies/show/4284225;;1668;Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad;
Holmsgatan 1i, Mellerud;Mellerud;;4305405;;80;Kaj2 AB;companies/show/4305405;;1894;Förvaltning av och handel med värdepapper, för en begränsad och sluten krets av ägare;
Norra Gunnersbyn 3, Dalskog;Dalskog;0;4305412;;80;Emanuelsson, Regina Therese;companies/show/4305412;;1107;Skogsförvaltning;
Linnégatan 40, Mellerud;Mellerud;1-4;4328215;;80;Dalslands Fornminnes- o Hembygdsförbund;companies/show/4328215;;2170;Verksamhet i andra intresseorganisationer;
Odengatan 61, Mellerud;Mellerud;5-9;4328217;;80;Sparrow Recycling AB;companies/show/4328217;;1661;Partihandel med metallavfall och metallskrot;
Brunnsvägen 76, Dals Rostock;Dals Rostock;0;4328218;;80;Rostocks Keramikverk;companies/show/4328218;;1697;Specialiserad butikshandel med inredningstextilier;
Liane 1, Dalskog;Dalskog;1-4;4328229;bemanning;80;Prolikon AB;companies/show/4328229;;1995;Personaluthyrning;
Kroppefjäll 2 Vån2, Dals Rostock;Dals Rostock;0;4353503;;80;Lundgren, Asta Maria Helen;companies/show/4353503;;1101;Service till husdjursskötsel;
Oxgatan 15, Mellerud;Mellerud;5-9;4353513;"Restaurant
Restaurang
Matställe
Bar";80;Vita Sannar Pizzeria;companies/show/4353513;;1829;Restaurangverksamhet;
Rud Kroken 1, Mellerud;Mellerud;1-4;4353515;;80;Allbygg David Svensson;companies/show/4353515;;1919;Uthyrning och förvaltning av egna eller arrenderade bostäder;
Backa 7, Dals Rostock;Dals Rostock;1-4;4353523;;80;Olesens Bygg AB;companies/show/4353523;;1528;Byggande av bostadshus och andra byggnader;
Backa 1, Dals Rostock;Dals Rostock;0;4353528;;80;Mellander, Annica Eva-Jane;companies/show/4353528;;1107;Skogsförvaltning;
Liane 1, Dalskog;Dalskog;;4379838;;80;MLD Comfort Leasing AB;companies/show/4379838;;1979;Uthyrning och leasing av personbilar och lätta motorfordon;
Norra Gunnersbyn 3, Dalskog;Dalskog;0;4379840;;80;Emanuelsson, Jan Tony Ingemar;companies/show/4379840;;1108;Skogsskötsel;
Stomgatan 15, Mellerud;Mellerud;;4379843;Åkeri;80;Lars Johansson i Mellerud AB;companies/show/4379843;;1775;Vägtransport, godstrafik;
Ör Backen 9, Mellerud;Mellerud;0;4379845;;80;Forsebo, Anna Josefina Kristina;companies/show/4379845;;2132;Artistisk verksamhet;
Adamserud Tuten 1, Mellerud;Mellerud;0;4379846;;80;Andersson, Eva Britta Kristina;companies/show/4379846;;1098;Blandat jordbruk;
Ör Frestersbyn Lund 1, Mellerud;Mellerud;1-4;4379851;;80;Örs Entreprenad AB;companies/show/4379851;;1543;Mark- och grundarbeten;
Brunnsvägen 84, Dals Rostock;Dals Rostock;0;4383974;;80;Lind, Sven Jonatan Kristofer;companies/show/4383974;;1854;Efterproduktion av film, video och tv-program;
Anolfsbol 5, Mellerud;Mellerud;1-4;4416396;;80;Grön Gestaltning;companies/show/4416396;;1567;Övrig specialiserad bygg- och anläggningsverksamhet;
Bolstad Prästgård 6, Mellerud;Mellerud;0;4416399;;80;Berg, Lars Anders Ivan;companies/show/4416399;;1100;Service till växtodling;
Assarebyn 1, Mellerud;Mellerud;0;4416403;;80;Eriksson, Lars Erik;companies/show/4416403;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Nya Slottsbacken 2, Mellerud;Mellerud;0;4416409;;80;Sjöberg, Håkan Bertil;companies/show/4416409;;1098;Blandat jordbruk;
Grösäter 9, Mellerud;Mellerud;0;4416411;;80;Johansson, Bror Sven Daniel;companies/show/4416411;;1920;Uthyrning och förvaltning av egna eller arrenderade industrilokaler;
Snäcke Kanal 3, Köpmannebro;Köpmannebro;0;4439368;;80;Andreasson, Karl Ragnar;companies/show/4439368;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Hjortens Fyrväg 22 B, Mellerud;Mellerud;0;4439371;;80;Peter Svenssons Plåtmontage;companies/show/4439371;;1920;Uthyrning och förvaltning av egna eller arrenderade industrilokaler;
Erikstad Björnebol 29, Mellerud;Mellerud;200-499;4439374;;80;Svenska Foder AB;companies/show/4439374;;1731;Specialiserad butikshandel med små sällskapsdjur;
Kroppefjäll 2, Dals Rostock;Dals Rostock;;4439390;;80;Jom AB;companies/show/4439390;;1894;Förvaltning av och handel med värdepapper, för en begränsad och sluten krets av ägare;
Hult Stommen 1, Dals Rostock;Dals Rostock;0;4447617;;80;Hjelmqvist, Malin Kristina;companies/show/4447617;;1854;Efterproduktion av film, video och tv-program;
Kambol 1, Mellerud;Mellerud;1-4;4486255;;80;P Ferm Entreprenad och Konsult AB;companies/show/4486255;;1543;Mark- och grundarbeten;
Rostocksgatan 27 C Lgh 1002, Mellerud;Mellerud;0;4486269;;80;Dalslands Webdesign;companies/show/4486269;;1867;Dataprogrammering;
Upperuds Gård 1, Åsensbruk;Åsensbruk;0;4486270;;80;Lundberg, Lars Oscar;companies/show/4486270;;1084;Uppfödning av andra nötkreatur och bufflar;
Gärdesgatan 21, Mellerud;Mellerud;0;4490676;;80;"Vedbyholms Ved &amp; Entreprenad";companies/show/4490676;;1543;Mark- och grundarbeten;
Byggmästargatan 24, Mellerud;Mellerud;;4504789;elektriker;80;Osr Teknik AB;companies/show/4504789;;1546;Elinstallationer;
Äspesäters Gård 1, Mellerud;Mellerud;0;4504792;;80;Gustav Hilmér;companies/show/4504792;;1100;Service till växtodling;
Ed 7, Mellerud;Mellerud;0;4504794;;80;Sieverthson, Michaela Christina A;companies/show/4504794;;2014;Skötsel och underhåll av grönytor;
Snäcke Kanal 9, Köpmannebro;Köpmannebro;0;4504798;;80;Nilsson, Lars Henrik;companies/show/4504798;;1107;Skogsförvaltning;
